2458668.500000000, A.D. 2019-Jul-04 00:00:00.0000,  1.662801088278051E+01,  1.082238714472740E+01, -1.751475472218442E-01,
2458669.500000000, A.D. 2019-Jul-05 00:00:00.0000,  1.662584330138283E+01,  1.082549919186933E+01, -1.751081614323377E-01,
2458670.500000000, A.D. 2019-Jul-06 00:00:00.0000,  1.662367503287507E+01,  1.082861086336974E+01, -1.750686842015373E-01,
2458671.500000000, A.D. 2019-Jul-07 00:00:00.0000,  1.662150610216607E+01,  1.083172214824816E+01, -1.750291534113906E-01,
2458672.500000000, A.D. 2019-Jul-08 00:00:00.0000,  1.661933655881679E+01,  1.083483305039017E+01, -1.749894624852759E-01,
2458673.500000000, A.D. 2019-Jul-09 00:00:00.0000,  1.661716657062103E+01,  1.083794351379311E+01, -1.749497505881836E-01,
2458674.500000000, A.D. 2019-Jul-10 00:00:00.0000,  1.661499595666287E+01,  1.084105356142540E+01, -1.749101350476486E-01,
2458675.500000000, A.D. 2019-Jul-11 00:00:00.0000,  1.661282473016881E+01,  1.084416320709572E+01, -1.748704930361308E-01,
2458676.500000000, A.D. 2019-Jul-12 00:00:00.0000,  1.661065291329363E+01,  1.084727243195807E+01, -1.748309264272551E-01,
2458677.500000000, A.D. 2019-Jul-13 00:00:00.0000,  1.660848042225464E+01,  1.085038126210535E+01, -1.747913784470572E-01,
2458678.500000000, A.D. 2019-Jul-14 00:00:00.0000,  1.660630730416695E+01,  1.085348968275785E+01, -1.747518790436134E-01,
2458679.500000000, A.D. 2019-Jul-15 00:00:00.0000,  1.660413342063896E+01,  1.085659772883156E+01, -1.747123949995808E-01,
2458680.500000000, A.D. 2019-Jul-16 00:00:00.0000,  1.660195891151017E+01,  1.085970539384453E+01, -1.746727523633050E-01,
2458681.500000000, A.D. 2019-Jul-17 00:00:00.0000,  1.659978386424550E+01,  1.086281263372348E+01, -1.746331292602345E-01,
2458682.500000000, A.D. 2019-Jul-18 00:00:00.0000,  1.659760816000174E+01,  1.086591947560791E+01, -1.745935163252277E-01,
2458683.500000000, A.D. 2019-Jul-19 00:00:00.0000,  1.659543186290337E+01,  1.086902590629690E+01, -1.745539079332879E-01,
2458684.500000000, A.D. 2019-Jul-20 00:00:00.0000,  1.659325488065827E+01,  1.087213194334471E+01, -1.745143223635981E-01,
2458685.500000000, A.D. 2019-Jul-21 00:00:00.0000,  1.659107729056087E+01,  1.087523758182973E+01, -1.744746716354487E-01,
2458686.500000000, A.D. 2019-Jul-22 00:00:00.0000,  1.658889908116574E+01,  1.087834280377556E+01, -1.744351044354491E-01,
2458687.500000000, A.D. 2019-Jul-23 00:00:00.0000,  1.658672011426814E+01,  1.088144765848886E+01, -1.743954828049149E-01,
2458688.500000000, A.D. 2019-Jul-24 00:00:00.0000,  1.658454057259749E+01,  1.088455211588663E+01, -1.743557327625414E-01,
2458689.500000000, A.D. 2019-Jul-25 00:00:00.0000,  1.658236045624526E+01,  1.088765616008310E+01, -1.743159682759129E-01,
2458690.500000000, A.D. 2019-Jul-26 00:00:00.0000,  1.658017980286182E+01,  1.089075978562211E+01, -1.742761688675401E-01,
2458691.500000000, A.D. 2019-Jul-27 00:00:00.0000,  1.657799857965973E+01,  1.089386297927850E+01, -1.742364791570475E-01,
2458692.500000000, A.D. 2019-Jul-28 00:00:00.0000,  1.657581666257038E+01,  1.089696578111619E+01, -1.741968039806986E-01,
2458693.500000000, A.D. 2019-Jul-29 00:00:00.0000,  1.657363419156164E+01,  1.090006816038036E+01, -1.741571451329550E-01,
2458694.500000000, A.D. 2019-Jul-30 00:00:00.0000,  1.657145102284409E+01,  1.090317013189495E+01, -1.741176227894008E-01,
2458695.500000000, A.D. 2019-Jul-31 00:00:00.0000,  1.656926709754269E+01,  1.090627173215528E+01, -1.740780645146832E-01,
2458696.500000000, A.D. 2019-Aug-01 00:00:00.0000,  1.656708248838317E+01,  1.090937294617236E+01, -1.740384641796274E-01,
2458697.500000000, A.D. 2019-Aug-02 00:00:00.0000,  1.656489719785683E+01,  1.091247378612922E+01, -1.739987309281086E-01,
2458698.500000000, A.D. 2019-Aug-03 00:00:00.0000,  1.656271140109270E+01,  1.091557420721316E+01, -1.739589094673385E-01,
2458699.500000000, A.D. 2019-Aug-04 00:00:00.0000,  1.656052498586659E+01,  1.091867421420817E+01, -1.739191408472436E-01,
2458700.500000000, A.D. 2019-Aug-05 00:00:00.0000,  1.655833796001736E+01,  1.092177382528063E+01, -1.738792814425401E-01,
2458701.500000000, A.D. 2019-Aug-06 00:00:00.0000,  1.655615042747382E+01,  1.092487300054522E+01, -1.738394537224759E-01,
2458702.500000000, A.D. 2019-Aug-07 00:00:00.0000,  1.655396225480097E+01,  1.092797176356015E+01, -1.737996962269503E-01,
2458703.500000000, A.D. 2019-Aug-08 00:00:00.0000,  1.655177346567247E+01,  1.093107011215484E+01, -1.737599869264414E-01,
2458704.500000000, A.D. 2019-Aug-09 00:00:00.0000,  1.654958394205517E+01,  1.093416807108728E+01, -1.737203334956220E-01,
2458705.500000000, A.D. 2019-Aug-10 00:00:00.0000,  1.654739374933177E+01,  1.093726565166185E+01, -1.736805488251105E-01,
2458706.500000000, A.D. 2019-Aug-11 00:00:00.0000,  1.654520302103679E+01,  1.094036280500438E+01, -1.736407740019238E-01,
2458707.500000000, A.D. 2019-Aug-12 00:00:00.0000,  1.654301161197152E+01,  1.094345956088817E+01, -1.736010236775757E-01,
2458708.500000000, A.D. 2019-Aug-13 00:00:00.0000,  1.654081960387402E+01,  1.094655591196646E+01, -1.735612195454890E-01,
